1.481964,0.130686,898
0.593671,0.039980,845
0.933155,0.067662,842
0.436823,0.089173,847
0.703465,0.134378,846
1.142233,0.159316,840
0.529250,0.171542,849
0.833106,0.219592,847
0.633164,0.249701,852
0.998140,0.303894,847
1.264287,0.434431,840
0.566681,0.382267,855
0.888548,0.430592,853
0.671152,0.475215,857
0.505326,0.514293,859
0.796962,0.557589,859
0.599376,0.608676,861
0.952983,0.639050,859
0.711532,0.694861,864
1.181727,0.722863,852
0.530986,0.743608,867
0.848326,0.775102,863
0.636766,0.825854,868
1.027759,0.848578,863
0.477366,0.866991,872
0.758521,0.907871,870
1.340921,0.973885,836
0.581973,0.943631,870
0.906228,0.989891,870
0.677338,1.041164,878
1.108862,1.073821,868
0.502072,1.090404,876
0.610753,1.168308,882
0.965024,1.210660,878
0.454737,1.214253,884
0.725856,1.252009,883
1.214853,1.300703,874
0.545890,1.299737,887
0.860965,1.337245,884
0.662766,1.376557,888
1.050693,1.415035,884
0.495538,1.426700,893
0.590971,1.511272,894
0.929762,1.545343,892
0.423118,1.566409,896
0.707644,1.591956,897
0.526207,1.644764,898
0.624157,1.728660,902
0.996375,1.758213,904
0.455839,1.781387,907
1.293942,1.836760,975
0.570418,1.858304,907
0.898629,1.889423,909
0.675470,1.941074,910
0.498862,1.993726,912
0.611075,2.073737,915
0.958216,2.101601,924
1.189361,2.169224,938
0.547188,2.207156,918
0.858487,2.235590,926
0.652040,2.288938,926
1.031799,2.309793,934
1.398578,2.355472,972
0.586886,2.422652,927
0.921069,2.448740,938
0.692122,2.501631,931
0.517171,2.555380,930
0.819078,2.576177,941
0.626666,2.637266,936
0.989274,2.656992,944
1.250344,2.699720,961
0.562255,2.771119,942
0.883288,2.791374,953
0.666984,2.847102,948
0.502430,2.905114,946
0.607857,2.982078,953
0.956606,3.008875,957
0.546541,3.116365,957
0.858289,3.148058,935
0.652868,3.198979,936
1.031141,3.220099,934
1.341621,3.226003,927
0.588173,3.334680,944
0.918534,3.349846,936
0.701080,3.413122,944
0.525625,3.470985,954
0.829098,3.495172,944
0.633954,3.549641,952
0.987859,3.578731,943
0.749789,3.631286,952
1.240532,3.625018,944
0.566957,3.687313,959
0.889456,3.710472,952
0.672023,3.770270,961
1.069805,3.789583,951
0.514531,3.822212,966
0.798588,3.850989,959
0.611627,3.904235,966
0.945281,3.935678,961
0.721175,3.984931,968
1.170281,3.990405,960
0.543277,4.039253,974
0.650856,4.121106,975
1.026635,4.141858,970
0.482569,4.173714,979
0.768901,4.202733,978
1.304451,4.205902,943
0.580098,4.255823,980
0.910702,4.283976,979
0.696605,4.338883,981
1.109183,4.361872,980
0.516919,4.389810,804
0.621210,4.472929,803
0.975308,4.502337,804
0.477636,4.529901,807
0.733820,4.554724,808
1.205502,4.582355,808
0.572744,4.612802,810
0.869977,4.637146,811
0.664017,4.690332,812
1.055422,4.723683,815
0.511098,4.747544,817
1.392221,4.804146,891
0.612458,4.832434,819
0.933012,4.856066,823
0.712923,4.910562,823
0.542692,4.963675,822
0.651560,5.051919,826
1.000249,5.074394,830
1.265535,5.176826,847
0.585930,5.187100,832
0.905540,5.222124,834
0.693335,5.272875,835
1.079517,5.295028,842
0.510554,5.313605,835
0.616549,5.404774,839
0.964816,5.452895,842
0.721707,5.480622,841
0.546521,5.531935,842
0.858871,5.574494,844
0.655924,5.625426,846
1.033810,5.682720,852
1.324515,5.788845,866
0.580732,5.745089,848
0.913334,5.788912,852
0.693886,5.839264,853
0.522854,5.889381,853
0.624895,5.980515,857
0.976494,6.005870,862
1.217395,6.121969,871
0.557618,6.112335,860
0.872304,6.137765,863
0.661400,6.186931,863
1.050569,6.241371,868
0.429778,0.282314,851
0.781562,0.279063,850
1.129413,0.300032,842
1.474636,0.487091,824
0.432221,0.445609,857
0.778388,0.457617,856
1.124656,0.484949,846
1.469382,0.670828,822
0.428858,0.623045,864
0.775058,0.633624,860
1.121062,0.658065,853
1.479075,0.666829,824
0.427474,0.796966,870
0.772471,0.807125,871
1.117325,0.830049,857
1.477339,0.843803,823
0.425028,0.971858,876
0.768647,0.981755,874
1.113496,1.000832,863
1.474809,1.019827,825
0.421802,1.146974,882
0.764878,1.155352,881
1.127913,1.145467,869
1.472443,1.186489,821
0.418742,1.321606,888
0.762075,1.327496,885
1.121132,1.323994,876
1.462912,1.364902,815
0.427784,1.490546,893
0.773195,1.492446,893
1.115862,1.496666,891
1.478508,1.488231,814
0.424163,1.665824,899
0.766624,1.667152,902
1.129465,1.661717,901
1.471672,1.651300,809
0.415904,1.842123,907
0.779961,1.836581,907
1.114130,1.832713,919
1.463136,1.783104,808
0.428169,2.012080,910
0.772236,2.009485,814
1.116680,1.999278,923
1.477877,1.973862,809
0.418832,2.188163,917
0.780921,2.183725,923
1.124645,2.174399,934
1.469504,2.091607,807
0.429500,2.360354,923
0.771234,2.353555,930
1.129269,2.350653,947
1.471659,2.247228,803
0.423071,2.534997,929
0.772915,2.525388,941
1.129549,2.522339,955
1.474219,2.410478,801
0.426989,2.708618,935
0.781392,2.703948,947
1.127961,2.685661,958
1.472957,2.521065,803
0.435307,2.883120,943
0.783049,2.878206,952
1.130307,2.857783,959
1.476828,2.692573,802
0.434387,3.056714,950
0.784790,3.053948,958
1.133281,3.037228,962
1.480758,2.887234,909
0.438233,3.231160,944
0.785792,3.228916,937
1.135101,3.216158,931
1.483618,3.086220,911
0.440198,3.406240,952
0.790217,3.396016,942
1.139837,3.368492,934
1.484695,3.343376,915
0.439865,3.581247,960
0.789517,3.575463,949
1.140330,3.556282,939
1.489966,3.328337,911
0.440414,3.755888,963
0.796895,3.746587,956
1.147888,3.745805,942
1.500382,3.587083,919
0.440936,3.933869,970
0.797494,3.932260,963
1.153582,3.917826,949
1.493025,3.945179,916
0.445531,4.109713,976
0.800374,4.108557,970
1.154824,4.100230,959
1.491235,4.151132,917
0.443857,4.284659,981
0.798870,4.285875,976
1.154401,4.283591,973
1.489867,4.343485,914
0.443978,4.460014,806
0.797958,4.462742,803
1.150671,4.466508,981
1.504251,4.494221,913
0.439647,4.633802,810
0.794349,4.638504,808
1.147447,4.646569,804
1.501888,4.720267,913
0.435997,4.807332,816
0.790171,4.812954,820
1.143985,4.824413,826
1.498077,4.929597,909
0.452642,4.991736,824
0.786926,4.986818,826
1.139321,4.998924,837
1.493379,5.117785,908
0.447240,5.165216,830
0.800258,5.175531,833
1.134831,5.170535,847
1.484351,5.253564,902
0.438477,5.335044,834
0.793517,5.347451,839
1.146273,5.372673,852
1.484374,5.443343,900
0.441356,5.514513,842
0.781645,5.507994,844
1.135347,5.528118,858
1.486907,5.686520,894
0.440415,5.691673,847
0.781996,5.684649,850
1.133858,5.704349,859
1.484712,5.876761,894
0.436921,5.865621,851
0.780642,5.858027,857
1.131745,5.877729,861
1.481518,6.034918,898
0.432663,6.036031,858
0.778370,6.025078,861
1.128621,6.038415,869
1.478192,6.135259,892
0.429905,6.206139,863
0.779463,6.221891,866
1.127524,6.205622,870
1.476669,6.280143,893
